order_id,product_variant_ids
126,"269,299,323"
127,"219,276,278,313,322"
128,"211,241,252"
129,"219,276,278,289,313,322"
130,"231,241,282,286,288"
131,"219,276,278,313,322"
132,"244,302,311,312"
133,"254,269,279,299,323"
134,"269,299,323"
135,"302,311,312"
136,"246,269,299,323"
137,"211,241,252"
138,"211,241,252,299"
139,"219,276,278,292,313,322"
140,"211,218,241,252,278"
141,"220,269,299,323"
142,"209,302,311,312"
143,"211,241,252,296,312"
144,"211,241,252"
145,"245,302,311,312"
146,"219,276,278,313,322"
147,"231,241,288"
148,"211,241,252"
149,"211,233,241,252,287"
150,"230,302,311,312,322"
151,"211,241,252"
152,"208,302,311,312"
153,"231,241,288"
154,"211,241,252,303"
155,"231,241,281,288"
156,"219,232,276,278,313,322"
157,"238,269,299,323"
158,"211,241,245,252"
159,"248,269,274,299,323"
160,"211,241,252,270"
161,"219,276,278,313,322"
162,"211,241,247,252"
163,"276,287,302,311,312"
164,"219,263,276,278,313,322"
165,"211,241,252"
166,"214,231,241,288"
167,"219,220,276,278,313,322"
168,"228,269,295,299,323"
169,"253,269,299,309,323"
170,"302,311,312,324"
171,"227,302,311,312"
172,"219,276,278,286,313,322"
173,"269,299,323"
174,"211,241,252,306"
175,"233,302,311,312"
176,"221,223,257,276,288,294,310"
177,"211,216,241,252,255"
178,"269,299,323"
179,"251,279,293,307"
180,"219,276,278,313,322"
181,"231,241,270,288,310"
182,"266,302,311,312"
183,"231,241,288"
184,"211,225,233,235,236,266,292,299"
185,"231,241,288"
186,"269,299,323"
187,"211,241,252,273,307"
188,"219,239,258,276,278,313,322"
189,"231,241,288"
190,"219,269,276,278,313,322"
191,"256,303,315"
192,"215,218,222,230,244,297,322"
193,"231,241,285,288"
194,"231,241,288"
195,"231,241,260,288,311"
196,"221,237,291,293"
197,"219,276,278,313,322"
198,"253,269,280,299,323"
199,"231,241,288"
200,"256,302,311,312"
201,"212,243,262,285,306"
202,"226,260,261,271,284,294,319"
203,"208,211,212,230,237,284,302"
204,"208,230,237,260,284,302"
205,"229,235,243,247,271,317"
206,"212,229,235,247,262,271,317"
207,"225,229,235,247,271,317"
208,"208,230,237,243,284,302"
209,"229,235,247,271,311,317"
210,"215,232,234,246,273,281,287,311"
211,"262,285,306,324"
212,"229,235,244,247,271,317"
213,"262,285,306"
214,"226,229,235,240,247,271,317"
215,"209,224,260,263,277,286,322,323"
216,"262,285,306,309"
217,"262,269,285,306"
218,"208,230,237,284,302,311"
219,"238,262,285,306"
220,"208,234,250,261,270,288,291,303"
221,"208,230,237,284,302"
222,"237,269,281,319"
223,"262,285,306"
224,"208,230,237,284,302"
225,"208,230,237,284,302"
226,"208,230,237,284,302"
227,"216,223,229,231,275,281,320"
228,"262,285,306,315"
229,"208,214,230,237,284,302"
230,"219,260,261,271,284,294,319,322"
231,"225,229,235,247,271,317"
232,"262,279,285,306"
233,"208,229,230,237,262,284,302"
234,"262,267,285,306"
235,"215,263,274,297,299"
236,"233,237,271,320"
237,"255,262,285,290,306"
238,"220,248,283"
239,"215,263,274,297,299"
240,"208,230,237,284,302"
241,"218,224,252,259,319"
242,"229,235,247,267,268,271,317"
243,"208,230,237,284,302"
244,"208,230,237,284,302"
245,"210,211,227,242,263,274,305,320"
246,"249,260,261,271,284,294,319"
247,"213,219,248,253,271,299,320,321"
248,"229,235,247,256,271,280,317"
249,"229,235,238,247,271,307,317"
250,"215,263,274,297,299"
251,"260,261,271,284,294,319"
252,"248,283,290,310"
253,"238,262,285,306"
254,"224,227,229,235,247,271,317"
255,"214,242,282,290,298,315,316"
256,"229,235,247,271,317"
257,"208,230,237,274,284,302"
258,"215,263,274,297,299"
259,"215,263,274,297,299"
260,"262,285,306"
261,"223,262,285,304,306"
262,"229,235,237,247,271,317,320"
263,"208,230,237,284,289,300,302"
264,"242,260,269,278,311"
265,"229,235,247,271,317"
266,"208,230,237,243,282,284,302"
267,"260,261,265,271,284,294,319"
268,"234,262,285,306"
269,"260,261,271,284,294,319"
270,"215,263,274,297,299"
271,"260,261,271,284,294,319"
272,"208,230,237,284,302,304"
273,"208,230,237,284,286,302"
274,"260,261,271,284,285,294,319"
275,"229,235,247,271,317"
276,"229,235,247,271,317"
277,"215,263,274,276,297,299"
278,"208,230,237,284,302,309"
279,"208,230,237,252,284,302"
280,"218,229,235,238,247,271,317"
281,"260,261,271,284,294,319"
282,"260,261,271,272,284,294,319"
283,"208,230,237,284,302"
284,"229,235,247,271,317"
285,"260,261,271,284,294,319"
286,"229,235,247,271,317"
287,"229,235,247,271,278,317"
288,"226,262,285,306"
289,"208,230,237,245,284,302"
290,"253,262,285,306"
291,"229,235,247,271,317"
292,"215,263,274,297,299,323"
293,"229,235,247,271,317"
294,"251,282,294,314,324"
295,"211,260,261,271,284,294,319"
296,"229,235,247,271,317"
297,"220,236,260,261,271,284,294,319"
298,"260,261,271,284,294,319"
299,"238,260,261,271,284,294,319"
300,"211,225,226,232,266,315,323"
301,"211,252,274,287"
302,"212,244,263,290,302,304,310"
303,"218,256,274,294,303,321"
304,"223,241,250,257,296,306"
305,"234,244,286,294,314,317"
306,"208,212,244,263,302,304,310"
307,"218,256,274,294,303,321"
308,"218,222,227,256,304,307,319"
309,"223,241,250,294,306,309"
310,"214,221,238,257,271,274,310,315"
311,"234,283,286,294,317"
312,"212,241,256,261,266,276,309,324"
313,"222,227,256,304,307,319"
314,"234,286,294,317,323"
315,"283,285,289,312"
316,"218,256,274,290,294,303,321"
317,"218,256,274,294,303,321"
318,"212,244,263,302,304,310"
319,"223,241,250,288,306"
320,"223,241,250,286,303,306"
321,"217,223,241,250,306"
322,"307,314,321"
323,"225,248,270,293"
324,"212,244,263,302,304,310"
325,"215,222,227,256,304,307,319"
326,"212,244,263,302,304,310"
327,"212,244,263,291,302,304,310"
328,"223,241,250,306,315"
329,"218,253,256,274,294,303,321"
330,"218,256,274,294,303,321"
331,"212,244,263,302,304,310,318"
332,"234,286,294,317"
333,"223,241,250,306"
334,"222,227,230,256,304,307,319"
335,"234,249,283,286,294,317"
336,"208,218,228,256,274,294,303,321"
337,"222,224,227,256,304,307,319"
338,"222,227,256,259,274,304,307,319"
339,"222,227,241,256,304,307,319"
340,"218,256,274,294,303,321"
341,"228,234,286,294,317"
342,"234,286,294,317"
343,"223,241,250,270,306"
344,"212,244,263,302,304,310"
345,"234,286,294,317"
346,"234,286,294,317"
347,"223,241,247,250,306,321"
348,"210,218,256,274,294,303,321"
349,"218,256,271,274,294,303,321"
350,"223,241,250,283,306"
351,"221,234,286,294,317"
352,"212,244,263,302,304,310"
353,"223,241,250,306"
354,"218,256,274,294,303,304,321"
355,"222,227,256,304,307,319"
356,"234,241,286,294,317"
357,"212,244,263,281,298,302,304,310"
358,"253,258,261,267,269,289,310,313"
359,"212,220,225,244,263,302,304,310"
360,"212,244,263,302,304,310"
361,"215,222,227,256,304,307,314,319"
362,"212,244,263,290,302,304,310"
363,"212,231,244,263,302,304,310"
364,"234,286,294,317"
365,"223,241,250,271,306"
366,"237,245,256,276,286,324"
367,"234,286,294,317,321"
368,"223,241,244,250,258,306"
369,"258,265,267,294"
370,"223,241,250,306"
371,"228,234,286,294,312,317"
372,"239,247,254,286"
373,"222,227,256,304,307,319"
374,"222,227,256,304,307,319"
375,"213,217,220,265,268,295,309,316"
376,"227,234,286,294,317"
377,"222,227,256,262,304,307,319"
378,"218,256,274,294,303,321"
379,"212,217,234,257,266,297"
380,"234,286,294,317"
381,"223,238,241,250,306"
382,"222,227,256,304,307,314,319"
383,"222,227,256,304,307,319"
384,"208,223,241,250,306"
385,"208,245,260,273,322"
386,"223,241,250,306"
387,"210,212,228,244,263,302,304,310"
388,"212,238,244,263,302,304,310"
389,"222,227,256,304,307,319"
390,"223,241,250,306"
391,"222,227,256,304,307,319"
392,"212,244,263,302,304,310"
393,"218,220,256,274,294,303,321"
394,"234,286,294,317"
395,"234,244,286,294,317"
396,"222,227,256,272,290,304,307,319"
397,"218,256,274,294,303,321"
398,"212,244,263,302,304,310"
399,"212,244,263,302,304,310"
400,"212,244,263,273,302,304,310"
401,"214,234,236,269,290,302"
402,"244,274,305,308,314,318"
403,"217,239,243,273"
404,"239,243,273,297"
405,"230,239,243,273"
406,"239,243,273"
407,"214,234,236,290,302"
408,"244,274,305,308,314,318"
409,"214,223,234,236,290,302"
410,"250,265,280,285,310,315"
411,"214,234,236,237,290,302,303"
412,"222,232,246,249,266,292,310,316"
413,"227,230,240,248,257"
414,"250,265,285,290,310,315"
415,"250,265,285,310,315"
416,"244,274,305,308,314,318"
417,"250,258,265,285,310,315"
418,"214,215,234,236,290,302"
419,"227,230,238,240,248"
420,"244,274,305,308,314,318"
421,"239,243,273"
422,"214,234,236,290,302"
423,"227,230,240,248"
424,"214,234,236,290,302,323"
425,"214,234,236,290,302,317"
426,"212,224,260,267,289,304,312"
427,"239,243,273"
428,"214,234,236,260,274,290,302"
429,"217,252,285"
430,"224,250,265,285,310,315"
431,"216,239,243,273,289"
432,"234,284,309,322"
433,"239,243,273"
434,"232,239,243,273"
435,"250,265,285,310,315"
436,"244,274,305,308,314,318"
437,"227,230,240,242,248"
438,"227,230,240,248"
439,"227,230,240,248"
440,"227,230,239,240,248,286"
441,"227,230,240,248"
442,"227,230,240,248"
443,"250,265,285,310,315"
444,"209,216,255"
445,"227,230,240,248"
446,"250,265,271,285,310,315"
447,"305,312,314,317,321"
448,"239,243,273"
449,"227,230,240,244,248,266"
450,"244,274,305,308,314,318"
451,"227,230,240,248,255"
452,"244,269,274,305,308,314,318"
453,"212,243,261,267,272,275,280"
454,"239,243,273,314"
455,"214,234,236,257,290,302"
456,"239,243,273"
457,"227,230,240,248"
458,"239,243,273"
459,"235,273,282,306,308"
460,"250,287,311"
461,"214,230,234,236,290,302"
462,"214,234,236,242,290,302"
463,"227,230,240,248"
464,"250,265,267,285,310,315"
465,"236,239,243,273"
466,"244,245,274,305,308,314,318"
467,"244,274,292,305,308,314,318"
468,"214,234,236,290,302"
469,"244,274,279,305,308,314,318"
470,"230,250,265,285,310,315"
471,"250,265,285,310,315"
472,"214,234,236,290,302"
473,"227,230,240,248"
474,"239,243,273,286"
475,"250,265,278,285,310,313,315"
476,"250,265,285,310,315"
477,"211,227,230,240,248"
478,"244,274,305,308,314,318"
479,"244,274,300,305,308,314,318,322"
480,"239,243,273"
481,"212,218,252,255,260,285,295,308"
482,"250,265,285,310,315,321"
483,"221,227,230,240,248"
484,"214,234,236,290,302"
485,"244,248,274,305,308,314,318"
486,"244,274,305,308,314,318"
487,"227,230,240,246,248,255"
488,"250,265,285,303,310,315"
489,"223,227,230,240,248,270"
490,"244,264,274,305,308,314,318"
491,"250,262,265,285,310,315"
492,"250,265,285,310,315"
493,"214,229,234,236,254,290,302"
494,"239,243,273,289,318"
495,"239,243,267,273"
496,"250,265,285,310,315"
497,"214,224,234,236,290,302"
498,"214,234,236,290,302"
499,"244,274,305,308,314,318"
500,"227,230,240,248"
501,"230,277,284,290,318"
502,"236,237,248,259,285,296,305,314"
503,"216,218,224,243,319,323"
504,"211,240,253,256,258,266,308,324"
505,"223,230,231,269,301,307"
506,"209,216,231,297,306,320"
507,"232,257,295,296,309,315"
508,"218,224,243,319,323"
509,"208,218,224,243,319,323"
510,"223,230,231,260,269,301,307"
511,"232,257,295,296,298,309,315"
512,"218,224,243,319,323"
513,"264,272,280,299,315"
514,"211,228,240,253,258,266,324"
515,"216,235,251,254,257,296,310"
516,"232,257,295,296,309,315"
517,"218,224,243,288,319,323"
518,"218,232,233,257,295,296,309,315"
519,"223,230,231,247,269,301,307"
520,"209,245,310"
521,"238,264,272,280,282,299,315"
522,"215,264,272,280,299,315"
523,"218,224,237,243,319,323"
524,"264,272,280,299,315"
525,"216,234,249,267,319"
526,"232,257,295,296,309,315"
527,"223,230,231,269,283,301,307"
528,"232,247,254,277"
529,"218,224,243,257,319,323"
530,"232,257,285,295,296,309,315"
531,"211,225,240,253,258,266,324"
532,"232,257,295,296,309,315"
533,"218,224,243,319,323"
534,"211,240,241,253,258,266,324"
535,"264,272,280,299,315"
536,"232,257,260,295,296,303,309,315"
537,"223,230,231,252,269,271,301,307"
538,"264,272,280,299,315"
539,"232,242,257,295,296,309,315,316"
540,"223,230,231,257,267,269,301,307"
541,"211,240,253,258,266,324"
542,"215,223,230,231,269,301,307"
543,"223,230,231,258,269,277,301,307"
544,"232,235,241,257,295,296,309,315"
545,"211,240,253,258,266,324"
546,"264,272,280,299,315"
547,"223,230,231,269,301,307"
548,"264,272,280,299,315"
549,"208,214,224,236,242,299,311"
550,"232,257,290,295,296,309,315"
551,"213,244,308,323"
552,"233,243,253,289,308"
553,"232,257,272,295,296,299,309,315"
554,"211,233,240,253,258,266,277,324"
555,"264,272,280,289,299,315"
556,"223,232,257,295,296,309,315"
557,"223,230,231,269,301,307"
558,"218,224,243,319,323"
559,"264,272,280,299,315"
560,"218,224,243,319,323"
561,"218,224,243,319,323"
562,"218,224,243,268,319,323"
563,"218,224,243,245,319,323"
564,"211,240,253,258,266,324"
565,"264,272,280,299,315"
566,"264,272,280,299,315"
567,"218,224,243,319,323"
568,"213,218,224,243,290,319,323"
569,"218,224,243,319,323"
570,"218,224,243,245,319,323"
571,"209,262,276,278,323"
572,"211,212,240,253,258,266,324"
573,"223,230,231,269,301,307"
574,"217,218,224,243,319,323"
575,"232,257,295,296,309,315"
576,"264,272,280,299,303,315"
577,"223,230,231,269,301,307"
578,"217,232,257,295,296,309,315"
579,"232,257,268,295,296,309,315"
580,"210,244,247,265,269,276,318,319"
581,"223,230,231,269,301,307"
582,"224,232,257,259,295,296,309,315"
583,"266,276,283,308"
584,"211,240,253,258,266,324"
585,"223,230,231,269,301,307"
586,"246,287,296"
587,"235,264,272,280,299,315"
588,"211,240,253,258,266,324"
589,"259,264,272,277,280,299,315"
590,"232,257,276,295,296,309,315"
591,"223,230,231,269,301,307"
592,"218,224,243,319,323"
593,"236,274,278,279,291,299"
594,"223,230,231,269,301,307"
595,"241,291,300"
596,"259,261,283,293,296"
597,"222,264,272,280,299,315"
598,"223,230,231,269,301,307"
599,"264,272,280,299,315"
600,"211,240,253,258,266,288,324"
601,"267,276,282,288,301"
602,"208,233,240,267,281,301"
603,"214,217,287,294,312"
604,"211,271,290"
605,"263,274,300,306"
606,"263,277,300,306"
607,"267,276,282,288,301"
608,"233,240,267,281,301,315"
609,"234,238,239"
610,"219,230,234,237,294,301,323"
611,"233,238,240,267,281,301,316"
612,"217,257,267,276,282,288,301"
613,"230,258,274,297,318"
614,"219,230,237,294,301,323"
615,"267,276,282,288,301"
616,"214,287,312"
617,"267,276,282,288,301"
618,"219,230,237,294,301,323"
619,"209,234,267,276,282,288,301"
620,"233,240,267,280,281,301"
621,"219,230,237,285,294,301,323"
622,"219,230,237,255,269,294,301,323"
623,"238,267,276,282,288,301"
624,"233,240,267,281,301"
625,"267,276,282,288,301,312"
626,"220,233,240,250,267,281,301"
627,"267,276,282,288,301,314"
628,"219,230,237,294,301,323"
629,"214,215,223,256,264,290,309,313"
630,"233,240,267,281,301"
631,"267,276,282,288,301"
632,"263,300,306"
633,"233,240,267,281,301"
634,"214,258,287,312"
635,"219,230,237,286,294,301,306,323"
636,"240,272,289"
637,"233,240,267,281,301"
638,"214,287,312"
639,"250,263,300,306"
640,"226,267,276,282,288,301"
641,"214,238,287,312"
642,"215,263,276,300,306"
643,"219,230,237,294,301,323"
644,"230,269,322"
645,"263,300,306"
646,"216,230,267,305,317"
647,"233,240,267,281,301"
648,"254,260,271"
649,"219,230,236,237,265,294,301,323"
650,"233,240,247,267,281,301"
651,"267,276,282,287,288,301"
652,"214,263,300,306"
653,"214,229,287,312"
654,"263,265,300,306"
655,"211,214,287,312"
656,"234,264,282,298,302,316"
657,"263,300,306"
658,"233,240,267,280,281,285,301"
659,"267,276,282,288,301"
660,"208,257,293"
661,"219,225,230,237,294,300,301,323"
662,"243,254,319"
663,"219,230,237,294,301,323"
664,"233,240,267,281,287,301"
665,"233,240,267,281,301,324"
666,"213,239,259,304"
667,"219,230,237,294,301,323"
668,"267,276,282,288,301"
669,"226,267,276,282,288,301"
670,"263,300,306"
671,"216,250,267,273"
672,"221,253,258,267,312,321"
673,"212,245,249,256,258,276"
674,"256,267,276,282,288,301"
675,"267,276,282,288,301"
676,"246,254,276,298,319"
677,"267,276,282,288,301"
678,"214,279,287,312"
679,"214,287,312"
680,"224,250,289,323"
681,"214,287,312"
682,"263,300,306"
683,"267,269,276,282,288,301"
684,"219,230,237,294,301,323"
685,"214,287,312"
686,"267,276,282,288,301"
687,"211,219,230,237,294,301,323"
688,"224,233,240,267,281,301"
689,"267,276,282,288,301"
690,"267,276,282,288,301"
691,"269,301,302,304,312,317,324"
692,"263,275,300,306"
693,"267,276,282,288,301"
694,"263,300,306,317"
695,"233,240,267,281,301"
696,"263,300,306"
697,"214,267,282,287,312"
698,"256,267,276,282,288,301"
699,"214,287,312"
700,"212,263,281,300,306"
701,"210,219,242,261,289"
702,"222,235,247,278,287,311"
703,"238,246,248,261"
704,"209,256,285,301,312"
705,"209,212,234,237,242,264,274"
706,"217,224,225,239,246,277,292"
707,"222,235,278,287"
708,"212,234,237,242,244,264,274,319"
709,"227,233,241,263,290"
710,"238,248,261,264"
711,"238,261,268,277,281,285"
712,"222,235,278,287"
713,"222,238,249,256,259,279,282,315"
714,"209,263,285,301,312"
715,"212,228,234,237,242,264,274"
716,"238,248,261"
717,"210,219,221,242,289"
718,"222,235,278,287"
719,"228,244,295,323"
720,"222,235,278,287"
721,"212,234,237,242,264,274"
722,"209,285,301,312,322"
723,"238,248,261"
724,"212,234,237,242,264,274,286"
725,"210,219,242,289"
726,"212,234,237,242,264,274"
727,"212,234,237,242,264,274,304"
728,"222,235,278,287"
729,"210,219,242,289"
730,"212,234,237,242,264,274,281"
731,"222,234,235,278,287,303"
732,"212,234,237,242,264,274,298"
733,"212,234,237,242,264,274"
734,"222,233,235,278,287"
735,"210,229,248,273,291,295"
736,"222,235,278,287,299"
737,"238,248,261,265"
738,"222,235,278,287,292"
739,"212,213,234,237,242,264,274"
740,"249,292,296,320"
741,"222,235,278,287,306,319"
742,"210,219,242,289"
743,"209,285,301,312"
744,"208,226,244,250,251,252,272,280"
745,"222,235,278,287,317"
746,"221,222,235,261,278,287"
747,"212,234,237,242,264,274"
748,"210,219,242,289"
749,"209,279,285,301,312"
750,"210,219,242,249,289"
751,"212,234,237,242,264,274,304"
752,"238,248,261,290,295"
753,"209,278,285,301,312"
754,"238,248,261,323"
755,"209,285,301,312"
756,"212,234,237,242,264,274"
757,"210,219,242,289"
758,"212,234,237,242,264,274,318"
759,"238,248,261,303,306"
760,"238,248,261,264,323"
761,"238,248,261"
762,"209,281,285,301,312"
763,"238,248,255,261,262"
764,"218,223,245,279,296,302"
765,"210,219,242,255,267,289"
766,"212,234,237,242,264,274,313"
767,"222,235,278,282,287"
768,"212,234,237,242,264,265,274"
769,"210,219,242,289,307"
770,"222,235,278,287"
771,"209,285,301,306,312"
772,"210,219,242,250,265,289"
773,"210,219,242,289"
774,"238,248,249,261"
775,"238,248,261"
776,"209,285,301,312"
777,"222,235,241,274,278,287"
778,"238,248,261"
779,"222,235,263,278,287,302"
780,"209,229,249"
781,"238,248,261,293"
782,"222,235,278,287"
783,"210,219,223,242,289,320"
784,"238,247,248,261"
785,"212,216,234,237,242,264,274"
786,"209,285,301,312"
787,"210,219,242,289"
788,"238,248,261"
789,"222,235,278,287"
790,"238,248,261"
791,"222,235,278,287"
792,"222,235,278,287"
793,"238,248,261"
794,"210,219,242,280,289"
795,"210,212,219,242,289,296"
796,"212,221,234,237,242,264,274"
797,"238,248,261"
798,"211,222,235,278,287"
799,"214,286,296,309"
800,"209,273,285,287,301,312"
801,"218,270,301"
802,"223,234,266,297,315,318"
803,"216,227,269"
804,"214,234,284,292,297"
805,"215,219,239,319"
806,"218,270,286,301"
807,"215,219,230,239,252,319"
808,"218,257,270,301"
809,"218,220,270,301"
810,"225,233,240,306"
811,"216,223,234,266,297,315,318"
812,"214,225,234,260,284,292,297"
813,"220,226,242,281"
814,"220,226,242,243,275,281"
815,"220,226,242,281"
816,"223,234,266,273,297,315,318"
817,"219,222,254,271,291,313"
818,"214,234,284,292,297"
819,"223,234,266,297,315,318"
820,"218,260,270,301"
821,"215,219,239,304,319"
822,"214,234,284,292,297"
823,"215,219,239,295,319"
824,"220,226,242,261,281"
825,"220,226,242,281"
826,"214,234,284,290,292,297"
827,"214,223,234,235,284,292,297"
828,"220,226,242,281"
829,"217,223,234,266,297,312,315,318"
830,"214,234,237,284,292,297"
831,"214,234,273,284,292,297"
832,"213,238,246,303"
833,"215,219,239,274,319"
834,"220,226,242,260,266,281"
835,"223,234,266,297,315,318"
836,"220,226,242,255,281"
837,"223,234,266,297,315,318"
838,"220,226,235,242,281,293"
839,"215,219,239,319"
840,"214,234,284,292,297"
841,"214,234,254,284,292,297"
842,"215,219,239,288,319"
843,"218,230,270,301"
844,"223,234,266,297,315,318"
845,"220,226,242,253,281,315"
846,"220,226,242,281,298"
847,"215,219,239,274,319"
848,"218,270,280,281,301"
849,"220,226,242,281"
850,"220,226,242,267,281,319"
851,"220,226,242,281"
852,"218,270,284,301"
853,"223,234,254,266,297,315,318"
854,"215,219,239,319"
855,"220,226,242,281"
856,"223,234,266,297,315,318"
857,"214,234,284,292,297"
858,"220,226,242,281"
859,"220,226,242,276,281"
860,"214,234,264,284,292,297"
861,"218,270,301,314"
862,"215,219,239,265,319,320"
863,"215,219,239,319"
864,"220,226,242,281,291"
865,"223,234,266,297,315,318"
866,"218,270,301"
867,"214,234,279,284,292,297"
868,"214,234,277,284,292,297,315"
869,"214,234,284,292,297"
870,"215,219,239,310,319"
871,"220,225,226,240,242,281"
872,"216,223,229,234,266,297,315,318"
873,"215,219,239,319"
874,"214,234,284,292,297"
875,"214,234,275,284,292,297,316"
876,"214,233,234,258,284,292,297"
877,"215,219,239,285,319"
878,"218,224,264,297,310"
879,"214,228,234,284,292,297"
880,"214,234,284,292,297"
881,"223,234,266,297,315,318"
882,"214,234,284,292,297,321"
883,"214,234,271,275,284,292,297"
884,"223,234,266,297,315,318"
885,"220,226,242,281"
886,"218,270,281,301"
887,"214,234,244,284,292,297"
888,"223,234,266,278,297,315,318"
889,"215,219,239,283,304,319"
890,"215,219,239,319"
891,"215,219,239,270,319"
892,"217,223,234,266,297,315,318"
893,"215,219,239,291,319"
894,"223,234,266,267,297,315,318"
895,"214,234,284,292,297"
896,"214,234,284,292,297,302"
897,"224,244,307"
898,"220,226,242,281"
899,"220,226,242,263,281"
900,"214,226,234,275,284,292,297"
901,"217,230,239,260,274,280"
902,"209,271,317"
903,"212,265,304,309"
904,"212,265,273,309"
905,"242,261,271,289,298,299"
906,"212,244,265,309"
907,"223,242,261,271,289,298,310"
908,"242,261,271,289,298"
909,"217,230,237,260,280,311"
910,"246,260,263,271,297,322"
911,"217,230,260,280"
912,"224,246,260,263,267,271,297,322"
913,"217,230,260,280"
914,"224,250,259,260,305,315"
915,"242,261,271,289,298"
916,"209,271,317"
917,"246,260,263,271,272,297,322"
918,"212,265,295,309"
919,"212,265,309,311"
920,"217,230,260,264,280"
921,"246,260,263,271,286,297,322"
922,"246,260,263,271,297,322"
923,"242,261,271,289,298"
924,"218,226,242,261,271,289,298"
925,"209,271,317"
926,"209,270,271,317"
927,"242,261,271,289,298"
928,"212,265,309"
929,"242,261,271,284,289,298"
930,"246,260,263,271,297,322"
931,"246,260,263,271,297,322"
932,"211,218,219,224,242,296,314"
933,"212,265,271,309"
934,"209,258,271,316,317"
935,"217,230,260,280,284"
936,"246,260,263,271,297,322"
937,"213,214,259,295,298,314"
938,"226,233,237,262,279,289,303"
939,"210,212,265,309"
940,"212,265,309"
941,"209,271,287,317"
942,"209,271,317"
943,"246,260,263,270,271,297,322"
944,"209,271,317"
945,"209,271,312,317"
946,"212,265,291,309,319"
947,"216,256,286,298"
948,"212,265,309"
949,"209,263,271,317"
950,"209,271,310,317"
951,"246,260,263,271,297,322"
952,"213,217,230,260,280"
953,"212,265,309"
954,"240,244,258,283,290,313,315"
